created,id,option__id,option__key,option__value,option__vote,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,person_role__caucus,person_role__congress_numbers,person_role__current,person_role__description,person_role__district,person_role__enddate,person_role__id,person_role__leadership_title,person_role__party,person_role__person,person_role__phone,person_role__role_type,person_role__role_type_label,person_role__senator_class,person_role__senator_rank,person_role__startdate,person_role__state,person_role__title,person_role__title_long,person_role__website,vote__category,vote__category_label,vote__chamber,vote__chamber_label,vote__congress,vote__created,vote__id,vote__link,vote__missing_data,vote__number,vote__question,vote__question_details,vote__related_amendment,vote__related_bill,vote__required,vote__result,vote__session,vote__source,vote__source_label,vote__total_minus,vote__total_other,vote__total_plus,vote__vote_type,voter_type,voter_type_label
2014-12-11T21:37:00,30539549,444750,-,Nay,116058,M001177,1956-07-10,30359,Tom,male,Male,412295,McClintock,https://www.govtrack.us/congress/members/tom_mcclintock/412295,,Rep. Tom McClintock [R-CA4],,,N00006863,9715,"McClintock, Tom (Rep.) [R-CA4]",RepMcClintock,McClintockCA04,,[113],True,Representative for California's 4th congressional district,4,2015-01-03,42967,,Republican,412295,202-225-2511,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://mcclintock.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539326,444749,+,Yea,116058,M001171,1968-07-04,51904,Daniel,male,Male,412297,Maffei,https://www.govtrack.us/congress/members/daniel_maffei/412297,B.,Rep. Daniel Maffei [D-NY24],,,N00027891,68959,"Maffei, Daniel (Rep.) [D-NY24]",RepDanMaffei,repdanmaffei,,[113],True,Representative for New York's 24th congressional district,24,2015-01-03,42968,,Democrat,412297,202-225-3701,representative,Representative,,,2013-01-03,NY,Rep.,Representative,http://maffei.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539568,444750,-,Nay,116058,O000168,1962-12-09,1031361,Pete,male,Male,412302,Olson,https://www.govtrack.us/congress/members/pete_olson/412302,,Rep. Pete Olson [R-TX22],,,N00029285,102008,"Olson, Pete (Rep.) [R-TX22]",OlsonPressShop,,,[113],True,Representative for Texas's 22nd congressional district,22,2015-01-03,42969,,Republican,412302,202-225-5951,representative,Representative,,,2013-01-03,TX,Rep.,Representative,http://olson.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539354,444749,+,Yea,116058,P000594,1965-05-14,1030000,Erik,male,Male,412303,Paulsen,https://www.govtrack.us/congress/members/erik_paulsen/412303,,Rep. Erik Paulsen [R-MN3],,,N00029391,3833,"Paulsen, Erik (Rep.) [R-MN3]",RepErikPaulsen,reperikpaulsen,,[113],True,Representative for Minnesota's 3rd congressional district,3,2015-01-03,42970,,Republican,412303,202-225-2871,representative,Representative,,,2013-01-03,MN,Rep.,Representative,http://paulsen.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539358,444749,+,Yea,116058,P000595,1958-12-01,50199,Gary,male,Male,412305,Peters,https://www.govtrack.us/congress/members/gary_peters/412305,C.,Rep. Gary Peters [D-MI14],,,N00029277,8749,"Peters, Gary (Rep.) [D-MI14]",RepGaryPeters,RepGaryPeters,,[113],True,Representative for Michigan's 14th congressional district,14,2015-01-03,42971,,Democrat,412305,202-225-5802,representative,Representative,,,2013-01-03,MI,Rep.,Representative,http://peters.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539575,444750,-,Nay,116058,P000597,1955-04-02,1002167,Chellie,female,Female,412307,Pingree,https://www.govtrack.us/congress/members/chellie_pingree/412307,,Rep. Chellie Pingree [D-ME1],,,N00013817,6586,"Pingree, Chellie (Rep.) [D-ME1]",ChelliePingree,congresswomanpingree,,[113],True,Representative for Maine's 1st congressional district,1,2015-01-03,42973,,Democrat,412307,202-225-6116,representative,Representative,,,2013-01-03,ME,Rep.,Representative,http://pingree.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539578,444750,-,Nay,116058,P000598,1975-05-12,1031300,Jared,male,Male,412308,Polis,https://www.govtrack.us/congress/members/jared_polis/412308,,Rep. Jared Polis [D-CO2],,,N00029127,106220,"Polis, Jared (Rep.) [D-CO2]",JaredPolis,JaredPolis31275,,[113],True,Representative for Colorado's 2nd congressional district,2,2015-01-03,42974,,Democrat,412308,202-225-2161,representative,Representative,,,2013-01-03,CO,Rep.,Representative,http://polis.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539580,444750,-,Nay,116058,P000599,1947-12-18,88959,Bill,male,Male,412309,Posey,https://www.govtrack.us/congress/members/bill_posey/412309,,Rep. Bill Posey [R-FL8],,,N00029662,24280,"Posey, Bill (Rep.) [R-FL8]",CongBillPosey,CongressmanPosey,,[113],True,Representative for Florida's 8th congressional district,8,2015-01-03,42975,,Republican,412309,202-225-3671,representative,Representative,,,2013-01-03,FL,Rep.,Representative,http://posey.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539372,444749,+,Yea,116058,R000582,1945-07-21,1031360,David,male,Male,412310,Roe,https://www.govtrack.us/congress/members/david_roe/412310,P.,Rep. David “Phil” Roe [R-TN1],,Phil,N00028463,65306,"Roe, David “Phil” (Rep.) [R-TN1]",DrPhilRoe,drphilroe,,[113],True,Representative for Tennessee's 1st congressional district,1,2015-01-03,42976,,Republican,412310,202-225-6356,representative,Representative,,,2013-01-03,TN,Rep.,Representative,http://roe.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539376,444749,+,Yea,116058,R000583,1970-11-21,1030486,Thomas,male,Male,412311,Rooney,https://www.govtrack.us/congress/members/thomas_rooney/412311,J.,Rep. Thomas Rooney [R-FL17],,,N00029018,107800,"Rooney, Thomas (Rep.) [R-FL17]",TomRooney,CongressmanRooney,,[113],True,Representative for Florida's 17th congressional district,17,2015-01-03,42977,,Republican,412311,202-225-5792,representative,Representative,,,2013-01-03,FL,Rep.,Representative,http://rooney.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539388,444749,+,Yea,116058,S001179,1981-05-28,1030003,Aaron,male,Male,412314,Schock,https://www.govtrack.us/congress/members/aaron_schock/412314,,Rep. Aaron Schock [R-IL18],,,N00029273,33428,"Schock, Aaron (Rep.) [R-IL18]",AaronSchock,repaaronschock,,[113],True,Representative for Illinois's 18th congressional district,18,2015-01-03,42979,,Republican,412314,202-225-6201,representative,Representative,,,2013-01-03,IL,Rep.,Representative,http://schock.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539596,444750,-,Nay,116058,S001180,1951-10-19,1031358,Kurt,male,Male,412315,Schrader,https://www.govtrack.us/congress/members/kurt_schrader/412315,,Rep. Kurt Schrader [D-OR5],,,N00030071,10813,"Schrader, Kurt (Rep.) [D-OR5]",RepSchrader,repkurtschrader,,[113],True,Representative for Oregon's 5th congressional district,5,2015-01-03,42980,,Democrat,412315,202-225-5711,representative,Representative,,,2013-01-03,OR,Rep.,Representative,http://schrader.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539404,444749,+,Yea,116058,T000467,1959-07-27,1031359,Glenn,male,Male,412317,Thompson,https://www.govtrack.us/congress/members/glenn_thompson/412317,,Rep. Glenn Thompson [R-PA5],,,N00029736,24046,"Thompson, Glenn (Rep.) [R-PA5]",CongressmanGT,CongressmanGT,,[113],True,Representative for Pennsylvania's 5th congressional district,5,2015-01-03,42981,,Republican,412317,202-225-5121,representative,Representative,,,2013-01-03,PA,Rep.,Representative,http://thompson.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539614,444750,-,Nay,116058,T000468,1950-05-23,1021622,Dina,female,Female,412318,Titus,https://www.govtrack.us/congress/members/dina_titus/412318,,Rep. Dina Titus [D-NV1],,,N00030191,2629,"Titus, Dina (Rep.) [D-NV1]",RepDinaTitus,CongresswomanTitus,,[113],True,Representative for Nevada's 1st congressional district,1,2015-01-03,42982,,Democrat,412318,202-225-5965,representative,Representative,,,2013-01-03,NV,Rep.,Representative,http://titus.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539615,444750,-,Nay,116058,T000469,1949-06-18,1031353,Paul,male,Male,412319,Tonko,https://www.govtrack.us/congress/members/paul_tonko/412319,,Rep. Paul Tonko [D-NY20],,,N00030196,4403,"Tonko, Paul (Rep.) [D-NY20]",RepPaulTonko,reppaultonko,,[113],True,Representative for New York's 20th congressional district,20,2015-01-03,42983,,Democrat,412319,202-225-5076,representative,Representative,,,2013-01-03,NY,Rep.,Representative,http://tonko.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539488,444750,-,Nay,116058,F000455,1952-10-29,1030928,Marcia,female,Female,412327,Fudge,https://www.govtrack.us/congress/members/marcia_fudge/412327,L.,Rep. Marcia Fudge [D-OH11],,,N00030490,110640,"Fudge, Marcia (Rep.) [D-OH11]",RepMarciaFudge,marcialfudge,,[113],True,Representative for Ohio's 11th congressional district,11,2015-01-03,42984,,Democrat,412327,202-225-7032,representative,Representative,,,2013-01-03,OH,Rep.,Representative,http://fudge.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539364,444749,+,Yea,116058,Q000023,1958-10-17,9263344,Mike,male,Male,412331,Quigley,https://www.govtrack.us/congress/members/mike_quigley/412331,,Rep. Mike Quigley [D-IL5],,,N00030581,83310,"Quigley, Mike (Rep.) [D-IL5]",RepMikeQuigley,RepMikeQuigley,,[113],True,Representative for Illinois's 5th congressional district,5,2015-01-03,42985,,Democrat,412331,202-225-4061,representative,Representative,,,2013-01-03,IL,Rep.,Representative,http://quigley.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539452,444750,-,Nay,116058,C001080,1953-07-07,92573,Judy,female,Female,412379,Chu,https://www.govtrack.us/congress/members/judy_chu/412379,M.,Rep. Judy Chu [D-CA27],,,N00030600,16539,"Chu, Judy (Rep.) [D-CA27]",RepJudyChu,RepJudyChu,,[113],True,Representative for California's 27th congressional district,27,2015-01-03,42986,,Democrat,412379,202-225-5464,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://chu.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539276,444749,+,Yea,116058,G000559,1945-01-24,18413,John,male,Male,412382,Garamendi,https://www.govtrack.us/congress/members/john_garamendi/412382,,Rep. John Garamendi [D-CA3],,,N00030856,29664,"Garamendi, John (Rep.) [D-CA3]",RepGaramendi,garamendiCA10,,[113],True,Representative for California's 3rd congressional district,3,2015-01-03,42987,,Democrat,412382,202-225-1880,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://garamendi.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539351,444749,+,Yea,116058,O000169,1949-01-20,9265845,William,male,Male,412383,Owens,https://www.govtrack.us/congress/members/william_owens/412383,L.,Rep. William Owens [D-NY21],,,N00031011,116354,"Owens, William (Rep.) [D-NY21]",BillOwensNY,RepBillOwens,,[113],True,Representative for New York's 21st congressional district,21,2015-01-03,42988,,Democrat,412383,202-225-4611,representative,Representative,,,2013-01-03,NY,Rep.,Representative,http://owens.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539472,444750,-,Nay,116058,D000610,1966-05-07,9267613,Theodore,male,Male,412385,Deutch,https://www.govtrack.us/congress/members/theodore_deutch/412385,E.,Rep. Theodore Deutch [D-FL21],,,N00031317,67151,"Deutch, Theodore (Rep.) [D-FL21]",RepTedDeutch,congressmanteddeutch,,[113],True,Representative for Florida's 21st congressional district,21,2015-01-03,42989,,Democrat,412385,202-225-3001,representative,Representative,,,2013-01-03,FL,Rep.,Representative,http://teddeutch.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539284,444749,+,Yea,116058,G000560,1970-02-03,11519,Tom,male,Male,412388,Graves,https://www.govtrack.us/congress/members/tom_graves/412388,,Rep. Tom Graves [R-GA14],,,N00030788,31969,"Graves, Tom (Rep.) [R-GA14]",RepTomGraves,CongressmanGraves,,[113],True,Representative for Georgia's 14th congressional district,14,2015-01-03,42990,,Republican,412388,202-225-5211,representative,Representative,,,2013-01-03,GA,Rep.,Representative,http://tomgraves.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539608,444750,-,Nay,116058,S001188,1976-08-31,9267685,Marlin,male,Male,412392,Stutzman,https://www.govtrack.us/congress/members/marlin_stutzman/412392,A.,Rep. Marlin Stutzman [R-IN3],,,N00030891,34230,"Stutzman, Marlin (Rep.) [R-IN3]",RepStutzman,repstutzman,,[113],True,Representative for Indiana's 3rd congressional district,3,2015-01-03,42992,,Republican,412392,202-225-4436,representative,Representative,,,2013-01-03,IN,Rep.,Representative,http://stutzman.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539365,444749,+,Yea,116058,R000585,1971-11-18,623468,Tom,male,Male,412393,Reed,https://www.govtrack.us/congress/members/tom_reed/412393,W.,Rep. Tom Reed [R-NY23],II,,N00030949,127046,"Reed, Tom (Rep.) [R-NY23]",RepTomReed,CongressmanTomReed,,[113],True,Representative for New York's 23rd congressional district,23,2015-01-03,42993,,Republican,412393,202-225-3161,representative,Representative,,,2013-01-03,NY,Rep.,Representative,http://reed.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539371,444749,+,Yea,116058,R000591,1976-07-27,61712,Martha,female,Female,412394,Roby,https://www.govtrack.us/congress/members/martha_roby/412394,,Rep. Martha Roby [R-AL2],,,N00030768,71604,"Roby, Martha (Rep.) [R-AL2]",RepMarthaRoby,reproby,,[113],True,Representative for Alabama's 2nd congressional district,2,2015-01-03,42994,,Republican,412394,202-225-2901,representative,Representative,,,2013-01-03,AL,Rep.,Representative,http://roby.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539441,444750,-,Nay,116058,B001274,1954-04-29,94888,Mo,male,Male,412395,Brooks,https://www.govtrack.us/congress/members/mo_brooks/412395,,Rep. Mo Brooks [R-AL5],,,N00030910,121610,"Brooks, Mo (Rep.) [R-AL5]",RepMoBrooks,RepMoBrooks,,[113],True,Representative for Alabama's 5th congressional district,5,2015-01-03,42995,,Republican,412395,202-225-4801,representative,Representative,,,2013-01-03,AL,Rep.,Representative,http://brooks.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539392,444749,+,Yea,116058,S001185,1965-01-01,623257,Terri,female,Female,412396,Sewell,https://www.govtrack.us/congress/members/terri_sewell/412396,A.,Rep. Terri Sewell [D-AL7],,,N00030622,121621,"Sewell, Terri (Rep.) [D-AL7]",RepTerriSewell,RepSewell,,[113],True,Representative for Alabama's 7th congressional district,7,2015-01-03,42996,,Democrat,412396,202-225-2665,representative,Representative,,,2013-01-03,AL,Rep.,Representative,http://sewell.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539493,444750,-,Nay,116058,G000565,1958-11-22,62470,Paul,male,Male,412397,Gosar,https://www.govtrack.us/congress/members/paul_gosar/412397,A.,Rep. Paul Gosar [R-AZ4],,,N00030771,123491,"Gosar, Paul (Rep.) [R-AZ4]",RepGosar,repgosar,,[113],True,Representative for Arizona's 4th congressional district,4,2015-01-03,42997,,Republican,412397,202-225-2315,representative,Representative,,,2013-01-03,AZ,Rep.,Representative,http://gosar.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539597,444750,-,Nay,116058,S001183,1962-03-03,5205,David,male,Male,412399,Schweikert,https://www.govtrack.us/congress/members/david_schweikert/412399,,Rep. David Schweikert [R-AZ6],,,N00006460,106387,"Schweikert, David (Rep.) [R-AZ6]",RepDavid,RepDavidSchweikert,,[113],True,Representative for Arizona's 6th congressional district,6,2015-01-03,42998,,Republican,412399,202-225-2190,representative,Representative,,,2013-01-03,AZ,Rep.,Representative,http://schweikert.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539463,444750,-,Nay,116058,C001087,1966-01-22,623259,Eric,male,Male,412400,Crawford,https://www.govtrack.us/congress/members/eric_crawford/412400,A.,Rep. Eric “Rick” Crawford [R-AR1],,Rick,N00030770,119208,"Crawford, Eric “Rick” (Rep.) [R-AR1]",RepRickCrawford,RepRickCrawford,,[113],True,Representative for Arkansas's 1st congressional district,1,2015-01-03,42999,,Republican,412400,202-225-4076,representative,Representative,,,2013-01-03,AR,Rep.,Representative,http://crawford.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539286,444749,+,Yea,116058,G000567,1968-08-21,1024660,Tim,male,Male,412401,Griffin,https://www.govtrack.us/congress/members/tim_griffin/412401,,Rep. Tim Griffin [R-AR2],,,N00031297,119213,"Griffin, Tim (Rep.) [R-AR2]",RepTimGriffin,,,[113],True,Representative for Arkansas's 2nd congressional district,2,2015-01-03,43000,,Republican,412401,202-225-2506,representative,Representative,,,2013-01-03,AR,Rep.,Representative,http://griffin.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539421,444749,+,Yea,116058,W000809,1957-02-18,1033625,Steve,male,Male,412402,Womack,https://www.govtrack.us/congress/members/steve_womack/412402,,Rep. Steve Womack [R-AR3],,,N00031857,71815,"Womack, Steve (Rep.) [R-AR3]",Rep_SteveWomack,CongressmanWomack,,[113],True,Representative for Arkansas's 3rd congressional district,3,2015-01-03,43001,,Republican,412402,202-225-4301,representative,Representative,,,2013-01-03,AR,Rep.,Representative,http://womack.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
2014-12-11T21:37:00,30539259,444749,+,Yea,116058,D000612,1967-07-29,623287,Jeff,male,Male,412403,Denham,https://www.govtrack.us/congress/members/jeff_denham/412403,,Rep. Jeff Denham [R-CA10],,,N00031593,28769,"Denham, Jeff (Rep.) [R-CA10]",RepJeffDenham,repjeffdenham,,[113],True,Representative for California's 10th congressional district,10,2015-01-03,43002,,Republican,412403,202-225-4540,representative,Representative,,,2013-01-03,CA,Rep.,Representative,http://denham.house.gov,passage,Passage,house,House,113,2014-12-11T21:37:00,116058,https://www.govtrack.us/congress/votes/113-2014/h563,False,563,"H.R. 83: Consolidated and Further Continuing Appropriations Act, 2015",Concurring in the Senate Amendment in the House,,256160,1/2,Passed,2014,house,house.gov,206,10,219,Concurring in the Senate Amendment,member,Member of Congress
